Method,LOC,NP,v(G)
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.addCacheDependencies(Classification,Properties)",7,2,2
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.afterEntityManagerFactoryCreate(Classification,PersistenceUnitMetadata)",5,2,1
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.beforeEntityManagerFactoryCreate(Classification,PersistenceUnitMetadata)",4,2,1
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.clearInternalDeploymentServiceBuilder()",3,0,1
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.getInternalDeploymentServiceBuilder()",3,0,1
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.setInternalDeploymentServiceBuilder(ServiceBuilder<?>)",3,1,1
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.startCache(Classification,Properties)",7,2,2
"org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.stopCache(Classification,Wrapper,boolean)",4,3,1
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.CacheWrapper.CacheWrapper(EmbeddedCacheManager,ServiceName)",4,2,1
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.CacheWrapper.getValue()",4,0,1
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.addCacheDependencies(Classification,Properties)",22,2,3
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.addDependency(ServiceName)",6,1,2
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.afterEntityManagerFactoryCreate(Classification,PersistenceUnitMetadata)",3,2,1
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.beforeEntityManagerFactoryCreate(Classification,PersistenceUnitMetadata)",3,2,1
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.currentServiceContainer()",6,0,2
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.startCache(Classification,Properties)",24,2,3
"org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.stopCache(Classification,Wrapper,boolean)",14,3,4
"org.jboss.as.jpa.puparser.Attribute.Attribute(String)",3,1,1
"org.jboss.as.jpa.puparser.Attribute.forName(String)",4,1,2
"org.jboss.as.jpa.puparser.Attribute.getLocalName()",8,0,1
"org.jboss.as.jpa.puparser.Element.Element(String)",3,1,1
"org.jboss.as.jpa.puparser.Element.forName(String)",4,1,2
"org.jboss.as.jpa.puparser.Element.getLocalName()",8,0,1
"org.jboss.as.jpa.puparser.PersistenceUnitXmlParser.getAttribute(XMLStreamReader,int,PropertyReplacer)",3,3,1
"org.jboss.as.jpa.puparser.PersistenceUnitXmlParser.getElement(XMLStreamReader,PropertyReplacer)",3,2,1
"org.jboss.as.jpa.puparser.PersistenceUnitXmlParser.parse(XMLStreamReader,PropertyReplacer)",79,2,27
"org.jboss.as.jpa.puparser.PersistenceUnitXmlParser.parsePU(XMLStreamReader,Version,PropertyReplacer)",114,3,29
"org.jboss.as.jpa.puparser.PersistenceUnitXmlParser.parseProperties(XMLStreamReader,Properties,PropertyReplacer)",37,3,15
"org.jboss.as.jpa.puparser.Version.Version(String)",3,1,1
"org.jboss.as.jpa.puparser.Version.forLocation(String)",4,1,2
"org.jboss.as.jpa.service.JPAService.addService(ServiceTarget,String,ExtendedPersistenceInheritance)",12,3,1
"org.jboss.as.jpa.service.JPAService.createManagementStatisticsResource(ManagementAdaptor,String,DeploymentUnit)",9,3,3
"org.jboss.as.jpa.service.JPAService.getDefaultDataSourceName()",4,0,1
"org.jboss.as.jpa.service.JPAService.getDefaultExtendedPersistenceInheritance()",4,0,1
"org.jboss.as.jpa.service.JPAService.getValue()",4,0,1
"org.jboss.as.jpa.service.JPAService.setDefaultDataSourceName(String)",4,1,1
"org.jboss.as.jpa.service.JPAService.setDefaultExtendedPersistenceInheritance(ExtendedPersistenceInheritance)",4,1,1
"org.jboss.as.jpa.service.JPAService.start(StartContext)",4,1,1
"org.jboss.as.jpa.service.JPAService.stop(StopContext)",7,1,1
"org.jboss.as.jpa.service.JPAUserTransactionListenerService.addService(ServiceTarget)",7,1,1
"org.jboss.as.jpa.service.JPAUserTransactionListenerService.getUserTransactionRegistryInjectedValue()",3,0,1
"org.jboss.as.jpa.service.JPAUserTransactionListenerService.getValue()",4,0,1
"org.jboss.as.jpa.service.JPAUserTransactionListenerService.start(StartContext)",5,1,1
"org.jboss.as.jpa.service.JPAUserTransactionListenerService.stop(StopContext)",5,1,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.PersistenceUnitServiceImpl(ClassLoader,PersistenceUnitMetadata,PersistenceProviderAdaptor,PersistenceProvider,PersistenceUnitRegistryImpl,ServiceName,ValidatorFactory)",16,7,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.createContainerEntityManagerFactory()",21,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getBeanManagerInjector()",3,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getEntityManagerFactory()",9,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getExecutorInjector()",3,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getJtaDataSourceInjector()",3,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getNonJtaDataSourceInjector()",3,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getPUServiceName(PersistenceUnitMetadata)",10,1,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getPUServiceName(String)",3,1,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getPhaseOnePersistenceUnitServiceImplInjector()",3,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getPropertiesInjector()",3,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getScopedPersistenceUnitName()",4,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.getValue()",4,0,1
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.start(StartContext)",55,1,8
"org.jboss.as.jpa.service.PersistenceUnitServiceImpl.stop(StopContext)",30,1,7
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.PhaseOnePersistenceUnitServiceImpl(ClassLoader,PersistenceUnitMetadata,PersistenceProviderAdaptor,ServiceName,ProxyBeanManager)",12,5,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.createContainerEntityManagerFactoryBuilder()",18,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.getBeanManager()",3,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.getEntityManagerFactoryBuilder()",8,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.getExecutorInjector()",3,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.getJtaDataSourceInjector()",3,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.getNonJtaDataSourceInjector()",3,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.getPropertiesInjector()",3,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.getValue()",4,0,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.setSecondPhaseStarted(boolean)",3,1,1
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.start(StartContext)",22,1,4
"org.jboss.as.jpa.service.PhaseOnePersistenceUnitServiceImpl.stop(StopContext)",24,1,5
"org.jboss.as.jpa.subsystem.Attribute.Attribute(String)",3,1,1
"org.jboss.as.jpa.subsystem.Attribute.forName(String)",4,1,2
"org.jboss.as.jpa.subsystem.Attribute.getLocalName()",8,0,1
"org.jboss.as.jpa.subsystem.Attribute.toString()",3,0,1
"org.jboss.as.jpa.subsystem.Element.Element(String)",3,1,1
"org.jboss.as.jpa.subsystem.Element.forName(String)",4,1,2
"org.jboss.as.jpa.subsystem.Element.getLocalName()",8,0,1
"org.jboss.as.jpa.subsystem.JPADefinition.JPADefinition()",6,0,1
"org.jboss.as.jpa.subsystem.JPADefinition.registerAttributes(ManagementResourceRegistration)",5,1,1
"org.jboss.as.jpa.subsystem.JPAExtension.JPASubsystemElementParser1_0.parseJPA(XMLExtendedStreamReader,Namespace)",25,2,5
"org.jboss.as.jpa.subsystem.JPAExtension.JPASubsystemElementParser1_0.readElement(XMLExtendedStreamReader,List<ModelNode>)",24,2,6
"org.jboss.as.jpa.subsystem.JPAExtension.JPASubsystemElementParser1_1.parseJPA(XMLExtendedStreamReader,Namespace)",28,2,6
"org.jboss.as.jpa.subsystem.JPAExtension.JPASubsystemElementParser1_1.readElement(XMLExtendedStreamReader,List<ModelNode>)",24,2,6
"org.jboss.as.jpa.subsystem.JPAExtension.JPASubsystemElementParser1_1.writeContent(XMLExtendedStreamWriter,SubsystemMarshallingContext)",23,2,3
"org.jboss.as.jpa.subsystem.JPAExtension.getResourceDescriptionResolver(String...)",7,1,2
"org.jboss.as.jpa.subsystem.JPAExtension.initialize(ExtensionContext)",15,1,3
"org.jboss.as.jpa.subsystem.JPAExtension.initializeParsers(ExtensionParsingContext)",5,1,1
"org.jboss.as.jpa.subsystem.JPASubSystemAdd.JPASubSystemAdd()",2,0,1
"org.jboss.as.jpa.subsystem.JPASubSystemAdd.performBoottime(OperationContext,ModelNode,ModelNode)",34,3,3
"org.jboss.as.jpa.subsystem.JPASubSystemAdd.populateModel(ModelNode,ModelNode)",4,2,1
"org.jboss.as.jpa.subsystem.Namespace.Namespace(String)",3,1,1
"org.jboss.as.jpa.subsystem.Namespace.forUri(String)",4,1,2
"org.jboss.as.jpa.subsystem.Namespace.getUriString()",8,0,1
"org.jboss.as.jpa.subsystem.PersistenceUnitRegistryImpl.add(String,PersistenceUnitService)",3,2,1
"org.jboss.as.jpa.subsystem.PersistenceUnitRegistryImpl.getPersistenceUnitService(String)",4,1,1
"org.jboss.as.jpa.subsystem.PersistenceUnitRegistryImpl.remove(String)",3,1,1
"org.jboss.as.jpa.transaction.JtaManagerImpl.JtaManagerImpl(TransactionManager,TransactionSynchronizationRegistry)",4,2,1
"org.jboss.as.jpa.transaction.JtaManagerImpl.getSynchronizationRegistry()",4,0,1
"org.jboss.as.jpa.transaction.JtaManagerImpl.locateTransactionManager()",4,0,1
"org.jboss.as.jpa.transaction.TransactionUtil.SessionSynchronization.SessionSynchronization(EntityManager,String)",4,2,1
"org.jboss.as.jpa.transaction.TransactionUtil.SessionSynchronization.afterCompletion(int)",8,1,1
"org.jboss.as.jpa.transaction.TransactionUtil.SessionSynchronization.beforeCompletion()",3,0,1
"org.jboss.as.jpa.transaction.TransactionUtil.SessionSynchronization.onEvent(TransactionEvent)",9,1,1
"org.jboss.as.jpa.transaction.TransactionUtil.SessionSynchronization.safeCloseEntityManager()",20,0,7
"org.jboss.as.jpa.transaction.TransactionUtil.currentThread()",3,0,1
"org.jboss.as.jpa.transaction.TransactionUtil.getEntityManagerDetails(EntityManager,String)",10,2,2
"org.jboss.as.jpa.transaction.TransactionUtil.getEntityManagerInTransactionRegistry(String,TransactionSynchronizationRegistry)",3,2,1
"org.jboss.as.jpa.transaction.TransactionUtil.getTransaction(TransactionManager)",7,1,2
"org.jboss.as.jpa.transaction.TransactionUtil.getTransactionListenerRegistry(TransactionManager)",8,1,2
"org.jboss.as.jpa.transaction.TransactionUtil.getTransactionScopedEntityManager(String,TransactionSynchronizationRegistry)",9,2,1
"org.jboss.as.jpa.transaction.TransactionUtil.isInTx(TransactionManager)",6,1,3
"org.jboss.as.jpa.transaction.TransactionUtil.putEntityManagerInTransactionRegistry(String,EntityManager,TransactionSynchronizationRegistry)",10,3,1
"org.jboss.as.jpa.transaction.TransactionUtil.registerSynchronization(EntityManager,String,TransactionSynchronizationRegistry,TransactionManager)",9,4,2
"org.jboss.as.jpa.util.JPAServiceNames.getJPAServiceName()",3,0,1
"org.jboss.as.jpa.util.JPAServiceNames.getPUServiceName(String)",3,1,1
"org.jboss.as.jpa.validator.WildFlyProviderResolver.getValidationProviders()",17,0,3
"org.jboss.as.jpa.validator.WildFlyProviderResolver.loadProviders(ClassLoader)",27,1,4
"org.jboss.as.jsf.deployment.JSFAnnotationProcessor.FacesAnnotation.FacesAnnotation(Class<? extends Annotation>)",4,1,1
"org.jboss.as.jsf.deployment.JSFAnnotationProcessor.deploy(DeploymentPhaseContext)",37,1,9
"org.jboss.as.jsf.deployment.JSFAnnotationProcessor.undeploy(DeploymentUnit)",2,1,1
"org.jboss.as.jsf.deployment.JSFBeanValidationFactoryProcessor.deploy(DeploymentPhaseContext)",8,1,1
"org.jboss.as.jsf.deployment.JSFBeanValidationFactoryProcessor.undeploy(DeploymentUnit)",3,1,1
"org.jboss.as.jsf.deployment.JSFCdiExtensionDeploymentProcessor.deploy(DeploymentPhaseContext)",8,1,3
"org.jboss.as.jsf.deployment.JSFCdiExtensionDeploymentProcessor.undeploy(DeploymentUnit)",3,1,1
"org.jboss.as.jsf.deployment.JSFDependencyProcessor.addCDIFlag(WarMetaData,DeploymentUnit)",19,2,3
"org.jboss.as.jsf.deployment.JSFDependencyProcessor.addJSFAPI(String,ModuleSpecification,ModuleLoader)",6,3,2
"org.jboss.as.jsf.deployment.JSFDependencyProcessor.addJSFImpl(String,ModuleSpecification,ModuleLoader)",9,3,2
"org.jboss.as.jsf.deployment.JSFDependencyProcessor.addJSFInjection(String,ModuleSpecification,ModuleLoader)",7,3,2
"org.jboss.as.jsf.deployment.JSFDependencyProcessor.deploy(DeploymentPhaseContext)",33,1,9
"org.jboss.as.jsf.deployment.JSFDependencyProcessor.undeploy(DeploymentUnit)",3,1,1
"org.jboss.as.jsf.deployment.JSFManagedBeanProcessor.deploy(DeploymentPhaseContext)",36,1,7
"org.jboss.as.jsf.deployment.JSFManagedBeanProcessor.getConfigurationFiles(DeploymentUnit)",49,1,17
"org.jboss.as.jsf.deployment.JSFManagedBeanProcessor.handleAnnotations(CompositeIndex,Set<String>)",14,2,4
"org.jboss.as.jsf.deployment.JSFManagedBeanProcessor.installManagedBeanComponent(String,EEModuleDescription,DeploymentUnit,EEApplicationClasses)",5,4,1
"org.jboss.as.jsf.deployment.JSFManagedBeanProcessor.processXmlManagedBeans(DeploymentUnit,Set<String>)",61,2,18
"org.jboss.as.jsf.deployment.JSFManagedBeanProcessor.undeploy(DeploymentUnit)",3,1,1
"org.jboss.as.jsf.deployment.JSFMetadataProcessor.deploy(DeploymentPhaseContext)",20,1,8
"org.jboss.as.jsf.deployment.JSFMetadataProcessor.undeploy(DeploymentUnit)",3,1,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.JSFModuleIdFactory()",10,0,3
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.checkVersionIntegrity()",18,0,5
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.computeSlot(String)",11,1,3
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.getActiveJSFVersions()",8,0,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.getApiModId(String)",3,1,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.getDefaultSlot()",3,0,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.getImplModId(String)",3,1,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.getInjectionModId(String)",3,1,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.getInstance()",3,0,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.isBogusPath(String)",8,1,4
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.isValidJSFSlot(String)",4,1,3
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.loadIds(String,Map<String, ModuleIdentifier>,String)",3,3,4
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.loadIdsFromModulePath(String)",8,1,2
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.loadIdsManually()",8,0,1
"org.jboss.as.jsf.deployment.JSFModuleIdFactory.setDefaultSlot(String)",3,1,1
"org.jboss.as.jsf.deployment.JSFPassivatingViewScopedCdiExtension.beforeBeanDiscovery(BeforeBeanDiscovery,BeanManager)",3,2,1
"org.jboss.as.jsf.deployment.JSFSharedTldsProcessor.JSFSharedTldsProcessor()",3,0,1
"org.jboss.as.jsf.deployment.JSFSharedTldsProcessor.deploy(DeploymentPhaseContext)",19,1,6
"org.jboss.as.jsf.deployment.JSFSharedTldsProcessor.init()",22,0,6
"org.jboss.as.jsf.deployment.JSFSharedTldsProcessor.parseTLD(InputStream)",16,1,3
"org.jboss.as.jsf.deployment.JSFSharedTldsProcessor.undeploy(DeploymentUnit)",2,1,1
"org.jboss.as.jsf.deployment.JSFVersionProcessor.JSFVersionProcessor(ModelNode)",11,1,2
"org.jboss.as.jsf.deployment.JSFVersionProcessor.deploy(DeploymentPhaseContext)",37,1,13
"org.jboss.as.jsf.deployment.JSFVersionProcessor.undeploy(DeploymentUnit)",3,1,1
"org.jboss.as.jsf.deployment.JsfVersionMarker.JsfVersionMarker()",2,0,1
"org.jboss.as.jsf.deployment.JsfVersionMarker.getVersion(DeploymentUnit)",4,1,2
"org.jboss.as.jsf.deployment.JsfVersionMarker.setVersion(DeploymentUnit,String)",3,2,1
"org.jboss.as.jsf.injection.AnnotationMap.AnnotationMap()",2,0,1
"org.jboss.as.jsf.injection.AnnotationMap.convert(Map<Class<? extends Annotation>, Set<Class<?>>>)",15,1,3
"org.jboss.as.jsf.injection.AnnotationMap.get(ExternalContext)",9,1,2
"org.jboss.as.jsf.injection.AnnotationMap.get(ServletContext)",9,1,2
"org.jboss.as.jsf.injection.JSFInjectionProvider.JSFInjectionProvider()",3,0,1
"org.jboss.as.jsf.injection.JSFInjectionProvider.inject(Object)",3,1,1
"org.jboss.as.jsf.injection.JSFInjectionProvider.invokePostConstruct(Object)",18,1,5
"org.jboss.as.jsf.injection.JSFInjectionProvider.invokePreDestroy(Object)",7,1,2
"org.jboss.as.jsf.injection.JandexAnnotationProvider.JandexAnnotationProvider(ServletContext)",5,1,1
"org.jboss.as.jsf.injection.JandexAnnotationProvider.getAnnotatedClasses(Set)",7,1,1
"org.jboss.as.jsf.injection.MyFacesAnnotationProvider.getAnnotatedClasses(ExternalContext)",4,1,1
"org.jboss.as.jsf.injection.MyFacesAnnotationProvider.getBaseUrls()",4,0,1
"org.jboss.as.jsf.injection.MyFacesLifecycleProvider.MyFacesLifecycleProvider()",3,0,1
"org.jboss.as.jsf.injection.MyFacesLifecycleProvider.destroyInstance(Object)",3,1,1
"org.jboss.as.jsf.injection.MyFacesLifecycleProvider.newInstance(String)",3,1,5
"org.jboss.as.jsf.injection.MyFacesLifecycleProvider.postConstruct(Object)",8,1,2
"org.jboss.as.jsf.injection.MyFacesLifecycleProviderFactory.MyFacesLifecycleProviderFactory()",3,0,1
"org.jboss.as.jsf.injection.MyFacesLifecycleProviderFactory.getLifecycleProvider(ExternalContext)",4,1,1
"org.jboss.as.jsf.injection.MyFacesLifecycleProviderFactory.release()",3,0,1
"org.jboss.as.jsf.injection.weld.DummyELResolver.getCommonPropertyType(ELContext,Object)",4,2,1
"org.jboss.as.jsf.injection.weld.DummyELResolver.getFeatureDescriptors(ELContext,Object)",4,2,1
"org.jboss.as.jsf.injection.weld.DummyELResolver.getType(ELContext,Object,Object)",4,3,1
"org.jboss.as.jsf.injection.weld.DummyELResolver.getValue(ELContext,Object,Object)",4,3,1
"org.jboss.as.jsf.injection.weld.DummyELResolver.isReadOnly(ELContext,Object,Object)",4,3,1
"org.jboss.as.jsf.injection.weld.DummyELResolver.setValue(ELContext,Object,Object,Object)",3,4,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addBehavior(String,String)",3,2,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addComponent(String,String)",3,2,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addConverter(Class,String)",5,2,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addConverter(String,String)",3,2,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addDefaultValidatorId(String)",4,1,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addELContextListener(ELContextListener)",4,1,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addELResolver(ELResolver)",4,1,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.addValidator(String,String)",4,2,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.createBehavior(String)",4,1,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.createComponent(FacesContext,Resource)",4,2,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.createComponent(FacesContext,String,String)",4,3,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.createComponent(String)",4,1,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.createComponent(ValueBinding,FacesContext,String)",6,3,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.createComponent(ValueExpression,FacesContext,String)",5,3,1
"org.jboss.as.jsf.injection.weld.ForwardingApplication.createComponent(ValueExpression,FacesContext,String,String)",5,4,1
